customer_id,age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
C101746,53,Female,44,One year,43.1,2302.62,Fiber optic,Mailed check,0,3,No,Yes,Yes,0,5,0
C101747,64,Male,27,Month-to-month,131.59,3832.85,Fiber optic,Bank transfer,6,1,No,No,Yes,0,2,0
C101748,37,Female,64,Month-to-month,133.48,8324.62,Fiber optic,Bank transfer,1,0,Yes,Yes,No,0,1,0
C101749,36,Female,41,Month-to-month,80.47,1903.15,Fiber optic,Bank transfer,2,3,No,Yes,No,0,1,0
C101750,52,Female,68,Month-to-month,33.47,3778.76,Fiber optic,Mailed check,1,0,No,No,Yes,0,5,0
C101751,69,Male,5,One year,134.94,6617.55,Fiber optic,Bank transfer,3,1,Yes,Yes,Yes,0,1,1
C101752,60,Male,53,One year,83.31,6376.31,No,Credit card,2,2,No,No,Yes,1,3,0
C101753,34,Male,8,Month-to-month,77.04,8693.77,No,Electronic check,2,0,No,No,No,0,5,0
C101754,62,Male,22,Month-to-month,72.96,1799.02,Fiber optic,Mailed check,2,1,No,No,No,0,5,1
C101755,60,Female,7,Two year,67.45,247.02,DSL,Electronic check,0,2,No,No,No,0,4,1
C101756,51,Female,22,Month-to-month,88.38,2968.68,Fiber optic,Credit card,2,3,Yes,Yes,Yes,0,2,0
C101757,26,Male,46,Month-to-month,98.59,1432.26,DSL,Credit card,1,1,Yes,Yes,No,0,4,0
C101758,43,Male,30,One year,80.64,4981.37,Fiber optic,,4,1,Yes,Yes,No,0,2,0
C101759,19,Male,16,Month-to-month,136.56,8099.13,Fiber optic,Electronic check,2,1,No,Yes,No,1,2,0
C101760,70,Male,5,Two year,61.3,6225.22,No,Credit card,2,3,No,No,Yes,0,4,1
C101761,26,Male,67,One year,95.18,1308.61,No,Credit card,0,1,No,Yes,Yes,0,2,0
C101762,26,Male,23,Month-to-month,58.99,1133.2,Fiber optic,Credit card,2,1,No,Yes,Yes,0,3,1
C101763,57,Male,61,Month-to-month,117.94,8211.9,Fiber optic,Credit card,0,1,Yes,Yes,Yes,0,4,0
C101764,34,Female,5,One year,33.28,4439.72,Fiber optic,Credit card,0,2,No,Yes,No,0,2,0
C101765,18,Female,23,Month-to-month,44.53,8320.69,DSL,Electronic check,2,1,Yes,Yes,No,0,1,0
C101766,42,Female,25,Two year,124.16,6652.34,Fiber optic,Electronic check,3,1,No,Yes,Yes,0,4,0
C101767,60,Female,8,One year,43.82,8940.8,Fiber optic,Mailed check,3,2,Yes,Yes,No,0,5,0
C101768,57,Male,21,Month-to-month,101.35,7853.93,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,5,0
C101769,59,Male,2,One year,146.13,3786.49,DSL,Bank transfer,3,1,Yes,No,No,0,1,1
C101770,42,Male,22,Month-to-month,87.98,6848.23,Fiber optic,Electronic check,2,0,Yes,No,No,0,5,1
C101771,56,Male,72,Month-to-month,44.36,4293.93,Fiber optic,Electronic check,1,1,Yes,Yes,Yes,0,1,0
C101772,52,Male,72,One year,61.69,2174.34,DSL,Bank transfer,1,3,No,Yes,Yes,0,1,0
C101773,20,Female,68,One year,127.05,2245.16,Fiber optic,Bank transfer,5,0,Yes,Yes,Yes,1,2,0
C101774,67,Male,64,One year,65.72,3636.17,DSL,Bank transfer,1,2,No,Yes,No,0,3,0
C101775,54,Female,19,Month-to-month,114.06,1092.05,No,Mailed check,4,1,No,Yes,Yes,1,1,0
C101776,61,Male,53,One year,121.06,1682.12,Fiber optic,Credit card,3,2,Yes,Yes,Yes,0,1,0
C101777,61,Female,52,Month-to-month,85.15,4555.42,Fiber optic,Bank transfer,2,1,No,Yes,No,1,4,0
C101778,68,Male,47,One year,121.82,8589.91,DSL,Credit card,3,0,No,,Yes,0,2,0
C101779,47,Female,54,One year,61.2,5241.41,DSL,Mailed check,1,0,Yes,Yes,No,1,1,0
C101780,55,Male,44,One year,87.1,3735.62,DSL,Credit card,1,0,Yes,No,No,0,3,0
C101781,51,Male,7,Two year,109.25,2260.03,Fiber optic,Bank transfer,4,0,No,Yes,No,1,3,1
C101782,29,Male,1,Two year,41.85,1843.52,Fiber optic,Electronic check,2,1,No,No,No,0,4,0
C101783,36,Male,63,Two year,55.57,5959.82,DSL,Mailed check,4,3,No,No,No,0,2,0
C101784,54,Female,39,Two year,104.76,7650.1,DSL,Bank transfer,6,1,Yes,Yes,No,0,4,0
C101785,61,Male,19,One year,105.2,3649.82,DSL,Bank transfer,2,0,No,Yes,No,0,5,0
C101786,66,Female,31,Two year,84.13,5000.87,Fiber optic,Bank transfer,3,2,Yes,,Yes,0,2,0
C101787,34,Male,24,Two year,123.43,6389.87,No,Bank transfer,1,0,Yes,Yes,No,0,4,0
C101788,27,Female,69,One year,82.67,618.83,Fiber optic,Mailed check,1,1,Yes,Yes,Yes,1,2,0
C101789,74,Male,65,Month-to-month,134.57,3222.98,Fiber optic,Bank transfer,2,1,No,Yes,No,0,1,0
C101790,72,Male,33,Month-to-month,115.67,6594.8,DSL,Credit card,3,1,No,No,Yes,1,5,0
C101791,66,Female,59,Two year,60.91,6193.11,Fiber optic,Bank transfer,2,2,Yes,No,No,1,2,1
C101792,64,Male,33,Month-to-month,71.38,574.79,DSL,Mailed check,0,0,No,Yes,Yes,0,2,0
C101793,29,Male,32,Two year,106.8,2216.58,DSL,Electronic check,0,0,Yes,Yes,No,0,5,0
C101794,33,Female,59,Month-to-month,136.28,6151.62,DSL,Electronic check,3,1,No,Yes,No,0,1,0
C101795,41,Male,41,Month-to-month,43.23,2515.6,Fiber optic,Credit card,1,2,No,No,No,0,3,0
C101796,36,Female,12,One year,86.91,7348.25,DSL,Credit card,0,2,Yes,No,No,0,5,0
C101797,25,Male,11,Two year,35.44,362.59,Fiber optic,Bank transfer,5,0,No,Yes,Yes,0,5,0
C101798,48,Female,19,Month-to-month,56.33,1794.09,DSL,Bank transfer,2,0,No,No,Yes,0,4,0
C101799,38,Female,54,Two year,109.18,2603.69,Fiber optic,Credit card,2,2,Yes,No,No,0,1,1
C101800,34,Female,57,One year,30.11,8335.08,No,Electronic check,0,2,No,No,No,0,1,0
C101801,40,Female,42,Month-to-month,106.11,,Fiber optic,Mailed check,3,2,Yes,Yes,Yes,0,1,1
C101802,54,Male,71,Month-to-month,137.11,,DSL,Bank transfer,1,1,No,Yes,No,0,4,0
C101803,71,Male,31,Month-to-month,146.02,4020.26,Fiber optic,Mailed check,3,2,Yes,Yes,No,0,5,1
C101804,33,Female,52,Month-to-month,48.16,7420.8,Fiber optic,Electronic check,3,0,No,Yes,Yes,0,1,0
C101805,23,Male,2,Month-to-month,117.36,7696.09,DSL,Credit card,2,1,Yes,Yes,Yes,0,1,0
C101806,25,Male,38,Month-to-month,140.43,3659.62,Fiber optic,Electronic check,0,1,Yes,Yes,Yes,0,1,0
C101807,42,Male,32,Month-to-month,,8950.71,Fiber optic,Mailed check,2,2,Yes,No,Yes,0,3,0
C101808,35,Female,10,Two year,73.82,7676.02,No,Electronic check,4,0,Yes,Yes,Yes,0,1,0
C101809,42,Male,8,One year,139.52,8769.46,Fiber optic,Electronic check,0,2,Yes,,Yes,0,2,1
C101810,29,Male,20,One year,46.36,7811.82,DSL,Bank transfer,2,0,Yes,Yes,Yes,0,3,0
C101811,32,Female,20,Month-to-month,141.39,7008.21,Fiber optic,Credit card,3,1,Yes,No,No,0,3,1
C101812,43,Male,9,Two year,,8500.21,DSL,Mailed check,1,0,No,Yes,No,1,1,0
C101813,58,Female,72,Two year,32.99,3836.39,DSL,Mailed check,1,1,No,No,Yes,0,4,0
C101814,62,Female,15,Month-to-month,78.48,7071.67,Fiber optic,Bank transfer,1,1,Yes,Yes,No,0,5,0
C101815,43,Female,63,Two year,62.41,1994.73,No,Electronic check,1,0,No,No,No,0,4,0
C101816,64,Male,21,Two year,56.69,6621.87,No,Mailed check,2,0,No,No,Yes,1,4,0
C101817,49,Male,5,One year,90.39,7089.64,DSL,Bank transfer,1,1,Yes,No,No,0,5,0
C101818,27,Female,35,One year,82.87,6477.07,DSL,Mailed check,0,2,Yes,Yes,Yes,0,3,0
C101819,33,Female,68,Month-to-month,82.66,7663.34,Fiber optic,Bank transfer,2,0,Yes,No,Yes,0,3,0
C101820,24,Female,48,Month-to-month,31.46,3778.69,DSL,Bank transfer,2,1,No,No,No,1,4,0
C101821,34,Female,62,Month-to-month,124.3,,DSL,Credit card,4,3,No,Yes,No,1,5,0
C101822,40,Female,35,Month-to-month,82.59,194.94,Fiber optic,Credit card,1,0,No,No,Yes,0,3,0
C101823,43,Female,70,Month-to-month,126.72,1399.87,Fiber optic,Electronic check,2,2,Yes,No,No,1,1,0
C101824,38,Male,21,Two year,127.2,5833.33,No,Bank transfer,1,3,No,No,No,0,2,0
C101825,39,Female,39,Month-to-month,61.23,5104.62,Fiber optic,Mailed check,3,0,Yes,Yes,Yes,0,2,0
C101826,75,Female,34,Two year,20.57,1856.26,Fiber optic,Electronic check,3,2,Yes,Yes,Yes,1,5,0
C101827,24,Female,15,One year,138.46,2266.84,Fiber optic,Bank transfer,1,2,Yes,No,No,0,3,0
C101828,31,Male,6,Month-to-month,118.89,3162.33,DSL,Electronic check,3,0,No,Yes,No,1,4,1
C101829,32,Male,66,Month-to-month,33.94,6476.09,Fiber optic,Mailed check,2,1,No,Yes,Yes,0,1,0
C101830,70,Male,56,Month-to-month,111.22,5526.48,DSL,Mailed check,1,1,Yes,No,No,0,4,0
C101831,24,Male,49,Two year,22.6,719.18,Fiber optic,Credit card,2,1,Yes,No,No,0,4,0
C101832,26,Female,1,Two year,23.61,6863.46,Fiber optic,Electronic check,0,1,Yes,Yes,Yes,0,2,0
C101833,68,Male,65,Month-to-month,88.36,2437.67,DSL,Credit card,1,2,Yes,Yes,Yes,0,5,0
C101834,65,Female,28,Two year,32.48,6078.66,Fiber optic,Bank transfer,1,2,No,Yes,Yes,0,2,0
C101835,25,Female,20,One year,145.36,1197.93,DSL,Bank transfer,3,0,No,Yes,Yes,0,5,0
C101836,67,Female,48,Month-to-month,136.2,8981.5,Fiber optic,Mailed check,1,1,No,No,Yes,0,2,1
C101837,40,Female,72,One year,104.48,814.98,Fiber optic,Bank transfer,3,1,No,Yes,No,0,4,0
C101838,46,Female,65,One year,28.28,6701.43,Fiber optic,Electronic check,0,2,No,Yes,No,0,5,0
C101839,35,Female,51,Month-to-month,62.23,4917.84,No,Mailed check,1,1,No,No,Yes,0,4,0
C101840,48,Male,43,One year,68.32,864.86,DSL,Mailed check,1,1,No,No,Yes,0,5,0
C101841,47,Male,49,Month-to-month,82.51,338.61,Fiber optic,Electronic check,1,0,No,No,Yes,0,2,1
C101842,69,Male,25,Month-to-month,41.96,3327.72,No,Electronic check,3,0,No,Yes,Yes,0,2,0
C101843,56,Male,41,Month-to-month,95.08,7239.79,Fiber optic,Credit card,1,0,No,Yes,No,0,2,0
C101844,52,Male,71,Two year,76.65,466.25,No,Bank transfer,4,0,No,No,Yes,0,5,0
C101845,35,Female,64,One year,143.15,6369.15,Fiber optic,Mailed check,2,1,No,Yes,No,1,3,0
C101846,59,Male,61,Month-to-month,141.71,5932.85,Fiber optic,Bank transfer,2,2,No,Yes,No,0,1,0
C101847,56,Male,12,Month-to-month,93.51,2463.29,No,Credit card,2,2,Yes,No,Yes,0,5,0
C101848,34,Male,69,Month-to-month,103.77,789.68,Fiber optic,Credit card,1,5,No,Yes,No,0,5,0
C101849,31,Female,14,One year,37.91,8246.37,No,Mailed check,2,1,Yes,Yes,No,1,3,0
C101850,48,Female,34,Month-to-month,49.03,2773.11,DSL,Bank transfer,1,2,Yes,No,Yes,0,2,0
C101851,41,Female,48,Two year,137.09,1091.31,Fiber optic,Bank transfer,4,2,No,Yes,Yes,0,4,1
C101852,52,Male,61,Two year,110.89,6165.5,DSL,Mailed check,3,3,Yes,Yes,Yes,0,1,0
C101853,61,Male,35,One year,44.63,2028.46,DSL,Mailed check,4,1,No,Yes,No,0,3,0
C101854,62,Male,65,Month-to-month,94.13,4333.11,Fiber optic,Credit card,8,0,Yes,No,Yes,0,4,0
C101855,51,Male,59,Month-to-month,141.52,548.61,No,Mailed check,2,0,No,Yes,Yes,0,4,0
C101856,20,Male,36,Month-to-month,64.87,8937.56,Fiber optic,Credit card,1,2,Yes,No,Yes,1,5,0
C101857,54,Female,19,One year,44.16,4083.83,No,Bank transfer,2,1,No,No,No,1,1,0
C101858,60,Male,42,One year,142.46,8992.08,No,Bank transfer,2,0,Yes,No,Yes,1,1,0
C101859,57,Female,69,One year,79.96,3532.51,DSL,Credit card,2,3,Yes,No,No,0,1,0
C101860,43,Male,19,Month-to-month,74.24,3195.89,DSL,Bank transfer,3,0,No,No,No,1,3,1
C101861,72,Female,39,Two year,54.78,8239.69,DSL,Mailed check,2,2,Yes,No,No,0,3,0
C101862,40,Female,69,Month-to-month,135.91,3032.25,Fiber optic,Credit card,1,1,No,No,Yes,0,5,0
C101863,61,Female,52,Month-to-month,129.93,3944.85,DSL,Bank transfer,1,1,No,Yes,No,1,1,0
C101864,56,Female,12,One year,72.39,795.18,Fiber optic,Electronic check,2,1,Yes,No,Yes,0,4,0
C101865,32,Male,47,Month-to-month,23.98,8603.62,DSL,Electronic check,0,1,No,No,No,1,2,0
C101866,73,Male,36,One year,78.06,857.85,DSL,Bank transfer,4,0,Yes,No,No,0,5,0
C101867,66,Male,63,Two year,43.51,6963.55,Fiber optic,Mailed check,3,1,Yes,No,No,0,2,0
C101868,21,Female,51,One year,38.56,4893.68,Fiber optic,Credit card,6,1,No,Yes,No,0,2,1
C101869,46,Male,43,Month-to-month,71.1,646.51,No,Electronic check,1,5,No,Yes,No,0,5,1
C101870,39,Male,34,Month-to-month,32.88,115.16,No,Mailed check,3,1,Yes,No,Yes,1,1,0
C101871,42,Male,49,Month-to-month,144.47,8426.43,No,Credit card,2,1,No,Yes,Yes,0,3,1
C101872,30,Male,18,Month-to-month,26.18,6705.34,DSL,Electronic check,2,2,No,No,Yes,0,5,0
C101873,35,Female,61,Two year,72.18,6209.28,Fiber optic,Electronic check,5,2,No,No,Yes,0,4,0
C101874,50,Female,57,One year,41.15,4003.15,Fiber optic,Electronic check,1,0,Yes,Yes,No,0,4,0
C101875,33,Male,5,Month-to-month,109.55,2223.66,DSL,Bank transfer,1,0,Yes,Yes,No,0,5,0
C101876,62,Male,24,Two year,30.25,6150.78,Fiber optic,Bank transfer,2,1,Yes,Yes,No,0,5,0
C101877,59,Male,64,One year,91.08,5513.88,Fiber optic,Mailed check,2,0,Yes,No,No,0,2,0
C101878,61,Female,59,Month-to-month,120.5,6564.45,DSL,Credit card,1,3,No,No,Yes,0,3,1
C101879,19,Female,38,Month-to-month,143.51,3355.55,DSL,Bank transfer,2,2,Yes,Yes,No,0,1,0
C101880,72,Female,33,Month-to-month,110.81,8883.62,No,Credit card,0,0,No,No,Yes,0,4,0
C101881,52,Male,10,Two year,32.93,696.38,Fiber optic,Electronic check,1,1,,No,No,0,3,0
C101882,59,Female,37,Month-to-month,31.51,809.34,DSL,Bank transfer,0,0,No,Yes,Yes,0,2,0
C101883,51,Female,11,Two year,115.11,8260.2,No,Electronic check,2,2,Yes,Yes,Yes,0,3,0
C101884,47,Female,24,Month-to-month,,5864.59,No,Credit card,1,0,No,No,Yes,1,1,0
C101885,72,Female,71,Two year,78.14,3004.37,Fiber optic,Bank transfer,2,0,No,Yes,Yes,1,5,1
C101886,30,Female,21,Month-to-month,146.96,6881.38,Fiber optic,Bank transfer,1,0,No,Yes,Yes,0,5,1
C101887,30,Male,20,Two year,126.59,4129.68,Fiber optic,Electronic check,2,0,Yes,No,No,0,5,0
C101888,35,Male,10,Two year,130.06,,Fiber optic,Mailed check,4,1,No,Yes,Yes,1,2,0
C101889,49,Male,47,Month-to-month,131.9,5894.82,Fiber optic,Bank transfer,1,1,Yes,Yes,Yes,0,1,0
C101890,49,Male,47,One year,100.54,2263.7,No,Credit card,2,0,No,Yes,Yes,0,3,1
C101891,52,Female,15,One year,116.71,1126.48,Fiber optic,Bank transfer,0,1,No,No,Yes,1,4,1
C101892,56,Male,44,Two year,66.66,2104.93,DSL,Electronic check,2,0,Yes,No,Yes,1,2,0
C101893,63,Male,62,Month-to-month,149.8,4337.81,Fiber optic,Credit card,1,1,Yes,Yes,Yes,0,1,0
C101894,69,Male,6,Month-to-month,56.35,543.72,Fiber optic,Bank transfer,3,0,No,No,Yes,0,4,0
C101895,46,Female,66,Two year,96.7,7960.06,Fiber optic,Electronic check,2,1,No,Yes,No,0,5,0
C101896,66,Male,4,One year,56.67,5083.27,DSL,Electronic check,0,1,No,No,No,0,1,0
C101897,46,Female,23,Month-to-month,34.57,2707.67,Fiber optic,Mailed check,1,2,No,Yes,No,0,3,1
C101898,70,Female,13,Two year,93.79,6214.34,DSL,Electronic check,0,1,No,No,No,0,2,0
C101899,61,Female,31,Month-to-month,65.94,7257.7,DSL,Electronic check,2,2,Yes,No,Yes,0,1,0
C101900,74,Male,16,One year,95.82,5563.93,Fiber optic,Mailed check,1,1,Yes,No,Yes,0,5,0
C101901,33,Female,41,Month-to-month,92.63,1902.2,DSL,Mailed check,3,0,Yes,No,Yes,0,2,1
C101902,73,Male,1,Month-to-month,90.49,1081.57,Fiber optic,Mailed check,4,2,Yes,Yes,Yes,0,4,1
C101903,61,Male,12,Month-to-month,36.03,7753.11,DSL,Mailed check,4,2,Yes,No,Yes,0,5,0
C101904,64,Male,56,Month-to-month,77.22,2188.72,No,Electronic check,3,1,Yes,No,No,0,4,0
C101905,74,Female,50,Month-to-month,125.56,278.73,Fiber optic,Credit card,4,1,Yes,Yes,No,1,5,1
C101906,27,Female,20,Month-to-month,60.97,5821.83,DSL,Electronic check,0,4,Yes,No,Yes,1,3,1
C101907,47,Male,66,Month-to-month,77.7,1460.68,Fiber optic,Electronic check,3,1,Yes,Yes,No,0,2,0
C101908,42,Female,36,Month-to-month,84.2,8919.63,DSL,,0,2,No,No,No,0,1,0
C101909,56,Female,38,One year,132.16,7840.6,Fiber optic,Credit card,3,1,No,Yes,Yes,0,4,1
C101910,37,Female,22,Month-to-month,105.23,5515.17,DSL,Electronic check,2,2,Yes,Yes,Yes,0,4,0
C101911,22,Male,61,Month-to-month,33.03,7521.4,DSL,Bank transfer,3,0,Yes,,No,0,4,0
C101912,18,Female,50,One year,132.47,4287.77,No,Credit card,3,1,No,No,Yes,0,3,0
C101913,47,Female,59,Two year,128.17,7117.53,DSL,Credit card,3,0,Yes,No,No,0,3,0
C101914,66,Male,20,One year,117.97,5854.15,Fiber optic,Electronic check,2,0,No,No,Yes,0,3,0
C101915,20,Female,36,Month-to-month,80.59,354.94,DSL,Credit card,1,2,No,No,Yes,0,5,1
C101916,62,Male,15,Two year,118.48,8543.94,Fiber optic,Bank transfer,1,1,No,Yes,No,0,3,0
C101917,31,Female,62,Two year,82.24,7762.18,DSL,Credit card,3,1,No,Yes,No,0,2,0
C101918,73,Female,3,Month-to-month,115.76,8585.33,DSL,Electronic check,1,0,Yes,Yes,No,0,2,0
C101919,47,Female,5,Two year,134.41,6609.16,DSL,Mailed check,0,3,Yes,No,Yes,0,5,0
C101920,67,Female,56,Month-to-month,135.77,3767.34,DSL,Electronic check,0,1,Yes,No,Yes,0,4,0
C101921,21,Female,31,Month-to-month,79.1,,No,Mailed check,2,1,No,Yes,Yes,0,3,0
C101922,35,Female,35,Month-to-month,131.71,1701.97,No,Bank transfer,4,1,Yes,No,No,0,3,0
C101923,54,Male,71,One year,33.19,1389.75,No,Credit card,1,2,No,Yes,No,0,3,0
C101924,42,Female,70,Month-to-month,33.24,2063.43,DSL,Bank transfer,2,1,No,Yes,Yes,0,4,0
C101925,65,Female,26,Month-to-month,91.27,,DSL,Credit card,2,5,No,Yes,Yes,0,2,0
C101926,18,Female,1,Month-to-month,,6185.33,Fiber optic,Credit card,3,1,No,Yes,Yes,0,4,1
C101927,70,Male,7,Month-to-month,39.89,2895.1,No,Credit card,2,0,Yes,Yes,Yes,1,2,0
C101928,63,Male,36,Month-to-month,81.38,4983.85,Fiber optic,Mailed check,4,0,No,Yes,Yes,0,4,0
C101929,32,Male,25,One year,32.27,3137.15,DSL,Credit card,3,1,No,Yes,No,0,5,0
C101930,26,Female,59,Month-to-month,98.27,6298.94,Fiber optic,Mailed check,2,1,No,Yes,No,0,4,1
C101931,32,Female,61,Two year,131.16,8897.53,DSL,Electronic check,2,1,No,No,No,0,1,0
C101932,66,Male,29,Month-to-month,115.89,,No,Mailed check,2,2,No,Yes,Yes,0,4,1
C101933,74,Male,18,Month-to-month,69.18,625.37,No,Electronic check,0,0,No,No,Yes,0,3,1
C101934,41,Male,41,Month-to-month,149.19,4347.39,No,Mailed check,0,2,No,No,Yes,0,2,0
C101935,21,Female,19,Month-to-month,106.18,6956.45,DSL,Bank transfer,6,0,Yes,Yes,Yes,0,4,1
C101936,29,Male,4,Month-to-month,125.98,4925.95,Fiber optic,Credit card,3,1,Yes,No,No,0,2,0
C101937,75,Female,65,One year,107.06,8564.46,Fiber optic,Bank transfer,3,0,No,No,Yes,0,1,0
C101938,54,Female,41,One year,148.62,587.47,DSL,Bank transfer,1,1,Yes,Yes,No,0,1,0
C101939,54,Female,15,Month-to-month,126.78,2691.28,Fiber optic,Mailed check,3,1,Yes,No,No,0,1,1
C101940,60,Male,54,Month-to-month,87.53,2064.39,Fiber optic,Mailed check,1,1,No,Yes,Yes,0,4,1
C101941,23,Female,64,Month-to-month,67.69,6931.84,DSL,Electronic check,1,1,No,Yes,Yes,0,3,0
C101942,56,Male,72,Two year,108.68,4761.76,DSL,Bank transfer,2,0,Yes,Yes,Yes,0,1,0
C101943,73,Male,15,One year,96.73,1331.26,DSL,Bank transfer,4,0,Yes,Yes,No,0,3,1
C101944,63,Male,50,Month-to-month,101.82,2641.78,No,Mailed check,3,0,No,No,No,0,3,0
C101945,41,Male,22,Month-to-month,64.59,,Fiber optic,Bank transfer,0,1,No,Yes,No,0,4,0
C101946,28,Female,18,Two year,75.73,8965.55,Fiber optic,Credit card,2,1,Yes,Yes,No,0,1,1
C101947,30,Female,2,Month-to-month,92.55,3342.2,DSL,Credit card,1,0,No,No,No,1,1,1
C101948,51,Female,36,Month-to-month,129.11,1495.75,Fiber optic,Mailed check,3,1,No,Yes,No,0,2,0
C101949,42,Female,20,Month-to-month,119.18,4523.89,DSL,Bank transfer,2,0,Yes,No,Yes,0,4,0
C101950,24,Male,16,One year,35.43,2860.66,Fiber optic,Bank transfer,0,0,Yes,No,Yes,0,3,0
C101951,69,Male,67,Two year,,5137.1,Fiber optic,Credit card,1,2,,Yes,No,0,1,0
C101952,21,Male,30,Two year,23.47,4253.72,No,Mailed check,1,0,Yes,No,No,0,4,0
C101953,25,Male,55,One year,21.03,6236.46,DSL,Credit card,1,0,No,No,No,0,2,0
C101954,37,Female,66,Month-to-month,49.17,8237.19,DSL,Bank transfer,1,3,Yes,No,No,0,2,0
C101955,46,Male,26,Month-to-month,123.91,1884.58,No,Mailed check,1,1,No,Yes,Yes,0,3,0
C101956,71,Female,57,Month-to-month,137.62,7408.5,No,Bank transfer,3,2,Yes,No,No,0,3,1
C101957,70,Male,69,Two year,70.93,8548.46,Fiber optic,Mailed check,2,1,Yes,No,Yes,0,1,0
C101958,68,Male,2,One year,93.22,3425.13,DSL,Credit card,3,1,No,No,Yes,0,1,0
C101959,62,Male,56,Month-to-month,111.79,1111.6,Fiber optic,Credit card,4,0,Yes,Yes,Yes,0,2,0
C101960,63,Male,62,Month-to-month,143.88,7415.01,Fiber optic,Mailed check,3,0,No,No,No,0,1,1
C101961,27,Female,34,Month-to-month,138.68,6339.75,Fiber optic,Mailed check,1,0,No,Yes,No,1,4,1
C101962,60,Female,56,Two year,27.43,1993.14,Fiber optic,Credit card,1,1,Yes,No,Yes,0,3,0
C101963,51,Female,55,Month-to-month,52.26,4062.49,DSL,,5,0,No,Yes,No,0,2,0
C101964,74,Female,20,Month-to-month,26.39,5244.13,Fiber optic,Bank transfer,0,2,Yes,No,No,0,1,0
C101965,43,Male,50,Month-to-month,100.15,1611.7,DSL,Mailed check,1,2,Yes,Yes,No,1,4,0
C101966,58,Male,25,Month-to-month,112.36,6462.72,DSL,Mailed check,4,0,Yes,No,Yes,0,1,0
C101967,66,Female,25,Two year,60.08,6239.96,Fiber optic,Mailed check,2,3,No,Yes,Yes,0,5,0
C101968,75,Female,53,Two year,131.0,7995.43,DSL,Credit card,4,2,,No,No,0,3,1
C101969,20,Male,14,Two year,78.87,5148.73,Fiber optic,Credit card,2,0,Yes,Yes,Yes,0,2,0
C101970,73,Male,60,One year,149.79,5211.39,Fiber optic,Credit card,3,0,No,Yes,No,0,2,0
C101971,23,Female,43,One year,20.05,5612.55,Fiber optic,Electronic check,2,1,Yes,Yes,No,0,2,0
C101972,22,Female,62,One year,34.23,2536.67,Fiber optic,Electronic check,2,1,No,No,Yes,1,2,0
C101973,22,Female,69,Month-to-month,59.23,6851.59,No,Credit card,1,0,Yes,No,Yes,1,4,0
C101974,71,Male,63,One year,23.32,5996.24,No,Mailed check,2,1,No,Yes,No,0,5,0
C101975,64,Female,2,Month-to-month,121.7,7568.4,Fiber optic,Mailed check,2,3,Yes,No,Yes,0,3,0
C101976,40,Female,54,One year,,6940.42,Fiber optic,Mailed check,3,2,No,No,No,1,3,1
C101977,66,Female,16,Month-to-month,117.37,5783.29,DSL,Bank transfer,1,1,No,Yes,Yes,0,1,1
C101978,26,Female,55,Month-to-month,26.83,1531.94,Fiber optic,Credit card,1,0,No,No,No,0,1,0
C101979,52,Female,43,Two year,52.85,8280.41,Fiber optic,Mailed check,2,1,No,No,Yes,0,2,0
C101980,37,Male,61,Two year,129.37,3368.19,DSL,Mailed check,4,1,Yes,Yes,Yes,0,1,0
C101981,75,Female,38,Month-to-month,143.64,8682.26,DSL,Credit card,2,0,No,Yes,No,0,1,0
C101982,66,Male,45,Month-to-month,,3676.65,Fiber optic,Credit card,2,2,Yes,No,Yes,0,2,1
C101983,59,Female,51,Two year,146.09,1398.85,Fiber optic,Credit card,2,1,Yes,No,Yes,1,2,1
C101984,52,Female,42,One year,101.49,7975.07,Fiber optic,Electronic check,4,1,Yes,No,No,0,1,0
C101985,67,Female,24,Month-to-month,74.06,7176.02,Fiber optic,Credit card,7,0,Yes,,No,0,3,1
C101986,35,Male,30,One year,124.36,7098.03,Fiber optic,Credit card,0,1,No,No,No,1,3,0
C101987,34,Male,37,Month-to-month,,895.76,DSL,Electronic check,1,2,No,No,No,0,1,0
C101988,41,Male,53,Month-to-month,54.55,7925.59,Fiber optic,Credit card,2,0,No,Yes,Yes,0,4,0
C101989,20,Female,63,Two year,105.35,5407.97,No,Mailed check,1,0,Yes,Yes,No,0,5,0
C101990,49,Female,11,Month-to-month,70.76,4286.17,DSL,Mailed check,1,2,Yes,Yes,No,0,3,0
C101991,52,Male,23,Month-to-month,37.67,8227.23,Fiber optic,Mailed check,0,0,No,No,Yes,0,1,0
C101992,55,Male,50,Month-to-month,28.71,6027.77,DSL,Mailed check,6,3,No,Yes,No,0,2,1
C101993,30,Female,55,Month-to-month,122.42,1283.97,DSL,Mailed check,1,3,Yes,Yes,Yes,0,5,0
C101994,73,Male,55,Month-to-month,107.87,4723.88,Fiber optic,Bank transfer,1,1,Yes,No,No,0,3,0
C101995,64,Female,4,Month-to-month,73.53,5765.89,Fiber optic,Electronic check,1,1,No,Yes,Yes,0,4,0
C101996,42,Male,54,Month-to-month,136.51,8097.1,Fiber optic,Credit card,2,1,No,Yes,No,1,5,1
C101997,26,Male,61,Month-to-month,73.41,2591.06,DSL,Mailed check,2,1,No,Yes,No,0,1,0
